objectid,filename,title,format,series name,volume number,issue number,publisher,script,pencils,inks,colors,letters,editing,date,subjects
comic292,comic292.jpg,The Contemporary Savage,image/jpeg,Tarzan: The Rivers of Blood,1,3,Dark Horse,"Anticevic, Neven ; Kordey, Igor","Kordey, Igor","Kordey, Igor","McCaig, Dave","Cisneros, Amador","Janes, Peet ; Hansen, Michael ; Harris, Dan",2000-01-12,
comic293,comic293.jpg,The Waltz of Hate,image/jpeg,Tarzan: The Rivers of Blood,1,4,Dark Horse,"Anticevic, Neven ; Kordey, Igor","Kordey, Igor","Kordey, Igor","McCaig, Dave","Cisneros, Amador","Janes, Peet ; Harris, Dan",2000-02-09,
comic294,comic294.jpg,"The Savage Heart, Part 1",image/jpeg,Tarzan: The Savage Heart,1,1,Dark Horse,"Gross, Allan","Grell, Mike","Grell, Mike","McNamee, Perry","Dutro, Steve","Janes, Peet ; Hansen, Mike",1999-04-07,
comic295,comic295.jpg,"The Savage Heart, Part 2",image/jpeg,Tarzan: The Savage Heart,1,2,Dark Horse,"Gross, Allan","Grell, Mike","Grell, Mike","McNamee, Perry","Dutro, Steve","Janes, Peet ; Hansen, Mike",1999-05-05,
comic296,comic296.jpg,"The Savage Heart, Part 3",image/jpeg,Tarzan: The Savage Heart,1,3,Dark Horse,"Gross, Allan","Grell, Mike","Schenck, Christopher","McNamee, Perry","Dutro, Steve","Janes, Peet ; Hansen, Mike",1999-06-02,
comic297,comic297.jpg,"The Savage Heart, Part 4",image/jpeg,Tarzan: The Savage Heart,1,4,Dark Horse,"Gross, Allan","Schenck, Christopher ; Grell, Mike","Schenck, Christopher","McNamee, Perry","Dutro, Steve","Janes, Peet ; Hansen, Mike",1999-07-30,
comic298,comic298.jpg,Dark Destiny,image/jpeg,The All New Exiles,1,11,Malibu,"Crain, Phil","Fang, John ; Denton, Shannon ; Whigham, Rod","McCorkindale, Bruce","Blanchard, Shannon ; Baumann, Moose","Fear, Edd","Paniccia, Mark",1996-08-01,
comic299,comic299.jpg,"The Last Avengers Story, Part 1",image/jpeg,The Last Avengers Story,1,1,Marvel,"David, Peter","Olivetti, Ariel","Olivetti, Ariel","Olivetti, Ariel","Novak, Jim","McLaurin, Marcus ; Poletti, Nancy ; Potts, Carl",1995-11-01,
comic300,comic300.jpg,"The Last Avengers Story, Part 2",image/jpeg,The Last Avengers Story,1,2,Marvel,"David, Peter","Olivetti, Ariel","Olivetti, Ariel","Olivetti, Ariel","Novak, Jim","McLaurin, Marcus ; Poletti, Nancy ; Potts, Carl",1995-12-01,
comic301,comic301.jpg,Doin' the Zodiac Rag,image/jpeg,Thor,1,496,Marvel,"Messner-Loebs, William","Deodato Jr., Mike","Deodato Jr., Mike","Javins, M.","Babcock, J.","Macchio, Ralph ; Gruenwald, Mark ; Harras, Bob",1996-03-01,
comic302,comic302.jpg,Putting on the Bear Shirt,image/jpeg,Thor,1,502,Marvel,"Messner-Loebs, Bill","Deodato Jr., Mike",Deodato Studios,"Javins, Marie","Babcock, J.","Chase, Bobbie ; Harras, Bob",1996-09-01,Thor ; Red Norvell ; Jane Foster ; Ice Giants ; Pyllar ; Mroht ; Thnat ; Loki ; Hela ; Wad ; Amora ; Don Blake
comic303,comic303.jpg,Maximum Security: Winter's Edge,image/jpeg,Thor,2,30,Marvel,"Jurgens, Dan","Kubert, Andy","Hanna, Scott","Wright, Gregory","Starkings, Richard ; Abbott, Wes","Brevoort, Tom ; Harras, Bob",2000-12-01,
comic304,comic304.jpg,"Citizen Kang: The Hammer, The Cross – and the Eye / Looking for Trouble / Paradise Lost",image/jpeg,"Thor Annual, The Mighty",1,17,Marvel,"Thomas, Roy ; Lewandowski, John ; Sanderson, Peter","Isherwood, Geof ; Kobasic, Kevin ; Yanizeski, Rich","Fredricks, Fred ; LaRosa, Bud","Smith, Tom ; Mossoff, Sarah ; Scheele, Max","Parker, Rick ; Sharpe, Dave","Garrahy, Pat ; Macchio, Ralph ; DeFalco, Tom",1992-10-01,
comic305,comic305.jpg,The Flame and the Lightning,image/jpeg,"Thor, The Mighty",1,19,Marvel,"Thomas, Roy ; Greenberg, Glenn","DeCaire, Jerry ; Harrison, Lou","Tanghal, Romeo ; Harrison, Lou","Yomtov ; Ovi ; Harrison, Lou","Costanza, John ; Workman, John","Rockwitz, Mike ; Andreani, Joe ; Macchio, Ralph ; DeFalco, Tom",1994-06-01,
comic306,comic306.jpg,Operation: Galactic Storm: The War and the Warrior,image/jpeg,"Thor, The Mighty",1,445,Marvel,"DeFalco, Tom","Olliffe, Patrick","Milgrom, Al","Rockwitz, Mike","Heisler, Michael","Macchio, Ralph ; DeFalco, Tom",1992-03-01,
comic307,comic307.jpg,Operation: Galactic Storm: Now Strikes the Starforce!,image/jpeg,"Thor, The Mighty",1,446,Marvel,"DeFalco, Tom","Olliffe, Patrick","Milgrom, Al","Going, Gina","Heisler, Michael","Macchio, Ralph ; DeFalco, Tom",1992-04-01,
comic308,comic308.jpg,"Maximum Security: Heroic Tendencies, Part 1: The Inside Job",image/jpeg,Thunderbolts,1,45,Marvel,"Nicieza, Fabian","Zircher, Patrick","Wong, Walden","Rosas, Joe","Starkings, Richard","Brevoort, Tom ; Harras, Bob",2000-12-01,
comic309,comic309.jpg,Countdown to Black September: Heaven on Earth,image/jpeg,Ultraforce,1,8,Malibu,"Kanalz, Hank ; Wolfman, Marv","Perez, George","Aiken, Keith ; Morales, Mark","Nomura, L. ; Yoder, E. ; Wismar, J.","Owsley, Patrick","Crain, Phil ; Kanalz, Hank",1995-05-01,
comic310,comic310.jpg,Countdown to Black September: Let There Be Light!,image/jpeg,Ultraforce,1,9,Malibu,"Kanalz, Hank ; Wolfman, Marv","Royle, J. ; Alexander, C.","Whiting, J. ; Baskerville, S.","Alvord, Rob","Owsley, Patrick","Ulm, Chris ; Bernstein, S. ; Yasharpour, Ruth",1995-06-01,
comic311,comic311.jpg,Countdown to Black September: The Iceman Cometh,image/jpeg,Ultraforce,1,10,Malibu,"Kanalz, Hank ; Crain, Phil S.","Royle, John ; Chin, Joyce","Whiting, Jeff ; Patterson, Bruce ; Sanders, Jim","Blanchard, Shannon","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-07-01,
comic312,comic312.jpg,Wave of Mutilation,image/jpeg,Ultraforce,2,1,Malibu,"Ellis, Warren","Butler, Steven","Jensen, Dennis ; Branch, Ken","Alvord, Rob","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-10-01,
comic313,comic313.jpg,Wave of Mutilation: Loaded,image/jpeg,Ultraforce,2,2,Malibu,"Ellis, Warren","Butler, Steven","Jensen, Dennis ; Branch, Ken","Alvord, Rob","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-11-01,
comic314,comic314.jpg,Wave of Mutilation: Shot Down,image/jpeg,Ultraforce,2,3,Malibu,"Ellis, Warren","Butler, Steven","Branch, Ken ; Almond, Bob","Alvord, Rob","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-12-01,
comic315,comic315.jpg,The Hunted,image/jpeg,Ultraforce,2,4,Malibu,"Wagner, Doug","Rinaldi, Pino","Wegrzyn, Tom","Alvord, Robert ; Malibu Color","Owsley, Patrick","Bernstein, Scott ; Kanalz, Hank",1996-01-01,Ghoul ; Prime ; Hardcase ; Topaz ; Pixx ; Contrary ; Prototype ; Atalon ; Fire People ; Mr. Paris
comic316,comic316.jpg,Smoke and Bone,image/jpeg,Ultraforce,2,5,Malibu,"Ellis, Warren ; Edginton, Ian","Robertson, Darick","Moore, Jerome K.","Palmer, Jason","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1996-02-01,
comic317,comic317.jpg,Smoke and Bone: Blood on the Floor,image/jpeg,Ultraforce,2,6,Malibu,"Ellis, Warren ; Edginton, Ian","Robertson, Darick","Moore, Jerome ; Pallot, Terry","Yoder, Emily ; Hillman, David","Fear, Edd","Shaheen, Dan ; Paniccia, Mark",1996-03-01,
comic318,comic318.jpg,Smoke and Bone: Head on the Door,image/jpeg,Ultraforce,2,7,Malibu,"Ellis, Warren ; Edginton, Ian","Robertson, Darick ; Johnson, Jeff ; McKinney, Brandon ; Schenk, Chris ; Kolins, Scott","Pallot, Terry","Alvord, Rob","Williams, Vickie","Shaheen, Dan ; Paniccia, Mark",1996-04-01,
comic319,comic319.jpg,With Friends Like These...,image/jpeg,Ultraforce,2,8,Malibu,"Abnett, Dan ; Edginton, Ian","Erskine, Gary","Erskine, Gary","Alvord, Rob","Fear, Edd","Shaheen, Dan ; Paniccia, Mark",1996-05-01,
comic320,comic320.jpg,...Who Needs Enemies?,image/jpeg,Ultraforce,2,9,Malibu,"Abnett, Dan ; Edginton, Ian","Erskine, Gary","Erskine, Gary","Alvord, Rob","Fear, Edd","Shaheen, Dan ; Paniccia, Mark",1996-06-01,
comic321,comic321.jpg,Bad Housekeeping!,image/jpeg,Ultraforce,2,10,Malibu,"Wein, Len","Mota, Carlos","Micheletti, Rene","Alvord, Rob ; Gordon, Scott","Fear, Edd","Shaheen, Dan ; Paniccia, Mark",1996-08-01,
comic322,comic322.jpg,Who... or What... Is Specimen-13?,image/jpeg,Ultraforce,2,11,Malibu,"Wein, Len","Mota, Carlos","Micheletti, Rene","Alvord, Rob","Fear, Edd","Shaheen, Dan ; Paniccia, Mark",1996-08-01,
comic323,comic323.jpg,Panic at Ground Zero!,image/jpeg,Ultraforce,2,12,Malibu,"Wein, Len","Mota, Carlos","Micheletti, Rene","Alvord, Rob","Fear, Edd","Shaheen, Dan ; Paniccia, Mark ; Bourne, Mark",1996-09-01,
comic324,comic324.jpg,Countdown to Black September: Becoming More Like God,image/jpeg,Ultraforce / Avengers,1,1,Malibu,"Ellis, Warren","Perez, George","Neary, Paul ; Thibert, Art ; Branch, Ken ; Jensen, Dennis ; Kesel, Karl ; Perez, George ; Riggs, Robin ; Statema, John ; Vey, Al","Alvord, Robert ; Yoder, Emily","Klein, Todd","Bernstein, Scott ; Kanalz, Hank",1995-09-01,
comic325,comic325.jpg,Countdown to Black September: The Swords are Drawn...,image/jpeg,Ultraforce / Avengers Prelude,1,11,Malibu,"Kavanagh, Terry","Statema, John","Riggs, Robin ; Kaalberg, Barbara ; Welch, Larry ; Vey, Al ; Jensen, Dennis","Blanchard, Shannon","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-07-01,
comic326,comic326.jpg,War of the Worlds,image/jpeg,Ultraforce / Spider-Man,1,1A,Malibu,"Wolfman, Marv","Butler, S. ; Marrinan, C. ; Alberola, G. ; McManus, S. ; Gecko, G.","Moy, P. ; Branch, K. ; Moore, J. K. ; McManus, S. ; Amash, J. ; Reed, S. ; Welch, L.","Covalt, A. ; Alvord, R. ; Fujita, K.","Owsley, Patrick","Bernstein, Scott ; Kanalz, Hank ; Crain, Phil",1996-01-01,
comic327,comic327.jpg,Finale!,image/jpeg,Ultraforce Unlimited,1,2,Malibu,"Wein, Len","West, Kevin J. ; Fang, John ; Hueck, Vinton ; Gallant, Shannon ; Hillsman, Don","Almond, Bob ; Moy, Philip ; Mowry, David","Blanchard, Shannon","Fear, Edd","Crain, Phil ; Paniccia, Mark ; Bourne, Mark",1996-09-01,
comic328,comic328.jpg,Burnt Offerings,image/jpeg,Ultraforce: Infinity,1,1,Malibu,"Ellis, Warren ; Edginton, Ian","Royle, John","Whiting, Jeff","Young, C. ; Paniccia, R.","Williams, Vickie","Bernstein, Scott ; Kanalz, Hank",1995-09-01,
comic329,comic329.jpg,Bloodline,image/jpeg,Uncanny Origins,1,11,Marvel,"Herdling, Glen","Campos, Mark","Campos, Mark","Sharen, Bob","Morelli, Jack","Harras, Bob ; Gruenwald, Mark",1997-07-01,
comic330,comic330.jpg,Bloodties: Night and Fog,image/jpeg,"Uncanny X-Men, The",1,307,Marvel,"Lobdell, Scott","Romita Jr., John","Green, Dan",Buccellato ; Somers,"Eliopoulos, Chris","Harras, Bob ; DeFalco, Tom",1993-12-01,Iceman ; Archangel ; Bishop ; Storm ; Jean Grey ; Beast ; Cyclops ; Rogue ; Gambit ; Revanche ; Professor X ; Black Knight ; Black Widow ; Captain America ; Crystal ; Giant-Man ; Hercules ; Sersi ; Vision ; Spider-Woman ; War Machine ; US Agent ; Scarlet Witch ; Hawkeye ; Jenny Ransome ; Philip Moreau ; Quicksilver ; Luna ; Renee Majcomb ; Fabian Cortez ; Exodus
comic331,comic331.jpg,Dark Horizon,image/jpeg,"Uncanny X-Men, The",1,334,Marvel,"Lobdell, Scott","Madureira, Joe","Townshend, Tim","Buccellatom, Steve","Starkings, Richard","Harras, Bob",1996-07-01,Archangel ; Beast ; Bishop ; Cannonball ; Cyclops ; Gambit ; Iceman ; Phoenix ; Psylocke ; Storm ; Wolverine ; Professor Charles Xavier ; Juggernaut ; Bastion ; Graydon Creed
comic332,comic332.jpg,Apocalypse Lives!,image/jpeg,"Uncanny X-Men, The",1,335,Marvel,"Lobdell, Scott","Madureira, Joe","Townshend, Tim","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-08-01,
comic333,comic333.jpg,A Voice As Deep As Thunder,image/jpeg,"Uncanny X-Men, The",1,336,Marvel,"Lobdell, Scott","Madureira, Joe","Townshend, Tim ; Dell ; Russell, Vince ; Milgrom","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-09-01,
comic334,comic334.jpg,"A Hope Reborn, A Past Reclaimed",image/jpeg,"Uncanny X-Men, The",1,338,Marvel,"Lobdell, Scott","Madureira, Joe ; Larroca, Salvador","Townshend, Tim ; Russell, Vince","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-11-01,
comic335,comic335.jpg,Fight and Flight!,image/jpeg,"Uncanny X-Men, The",1,339,Marvel,"Lobdell, Scott","Hubert, Adam ; Nocon, Cedric","Delperdang, Jesse ; Hanna, Scott","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-12-01,
comic336,comic336.jpg,The Shot Heard Round the World,image/jpeg,"Uncanny X-Men, The",1,366,Marvel,"Davis, Alan ; Nicieza, Fabian","Yu, Leinil Francis",Livesay ; Townshend ; Tadeo,Liquid! Graphics,"Starkings, Richard","Powers, Mark ; Harras, Bob",1999-04-01,
comic337,comic337.jpg,Disturbing Behavior,image/jpeg,"Uncanny X-Men, The",1,367,Marvel,"Davis, Alan ; Nicieza, Fabian","Francis Yu, Leinil",Livesay ; Vines,Liquid! Graphics,"Starkings, Richard","Powers, Mark ; Harras, Bob",1999-04-01,Colossus ; Gambit ; Marrow ; Nightcrawler ; Professor X ; Rogue ; Shadowcat ; Storm ; Wolverine ; Joseph ; Cargill ; Kamal ; Katu ; Magneto ; Mellancamp ; Scanner ; Neophyte ; Unuscione ; Vindaloo
comic338,comic338.jpg,"Maximum Security: Cry Justice, Cry Vengeance!",image/jpeg,"Uncanny X-Men, The",1,387,Marvel,"Claremont, Chris","Larroca, Salvador","Townshend, Tim","Isanove, Richard","Starkings, Richard ; Temofonte, Saida","Franco, Pete ; Powers, Mark ; Quesada, Joe",2000-12-01,
comic339,comic339.jpg,Dreams and Madmen,image/jpeg,"Vision, The",1,1,Marvel,"Harras, Bob","Clark, Manny","Vey, Al ; Machlan, Mike","Andreani, Joe ; Mendez, Freddy","Oakley, Bill","Macchio, Ralph ; DeFalco, Tom",1994-11-01,
comic340,comic340.jpg,Impaired Vision,image/jpeg,"Vision, The",1,2,Marvel,"Harras, Bob","Clark, Manny","Machlan, Mike","Gilmore, Linda","Oakley, Bill","Macchio, Ralph ; DeFalco, Tom",1994-12-01,
comic341,comic341.jpg,Visionary Dreams,image/jpeg,"Vision, The",1,3,Marvel,"Harras, Bob ; Raab, Ben","Clark, Manny","Machlan, Mike","Gilmore, Linda","Oakley, Bill","Macchio, Ralph ; DeFalco, Tom",1995-01-01,
comic342,comic342.jpg,Changing Visions,image/jpeg,"Vision, The",1,4,Marvel,"Harras, Bob","Clark, Manny",Machlan ; Alexandrov ; Barnett ; Greene ; Perotta,"Gilmore, Linda ; DeFelippo","Oakley, Bill ; Powell, J.","Macchio, Ralph ; Gruenwald, Mark",1995-02-01,
comic343,comic343.jpg,A Little Muscle,image/jpeg,War Machine,1,20,Marvel,"Abnett, Dan","Haynes, Fred","Greene, Johnny","Moran, Erika","Costanza, John","Yomtov, Nel ; Gruenwald, Mark",1995-11-01,
comic344,comic344.jpg,Brothers in Arms,image/jpeg,War Machine,1,21,Marvel,"Abnett, Dan","Haynes, Fred ; Florea, Sandu",Greene ; Palmiotti ; Florea,"Moran, Erika","Costanza, John","Yomtov, Nel ; Gruenwald, Mark",1995-12-01,
comic345,comic345.jpg,The Last Stand,image/jpeg,War Machine,1,22,Marvel,"Abnett, Dan","Haynes, Fred ; Labat, Yancy","Greene, Johnny ; Palmiotti, Jim","Moran, Erika","Costanza, John","Yomtov, Nel ; Gruenwald, Mark",1996-01-01,
comic346,comic346.jpg,Wish Upon a Star,image/jpeg,War Machine,1,23,Marvel,"Abnett, Dan","Haynes, Fred ; Labat, Yancy","Garcia, Rey ; Greene, Johnny","Moran, Erika","Costanza, John","Yomtov, Nel ; Gruenwald, Mark",1996-02-01,
comic347,comic347.jpg,What if... The Avengers Lost Operation: Galactic Storm (Part 1),image/jpeg,What If...?,2,55,Marvel,"Kaminski, Len","Brasfield, Craig","Turner, Frank","Sharen, Bob","Chiang, Janice","Tokar, Rob ; DeFalco, Tom",1993-11-01,
comic348,comic348.jpg,What if... The Avengers Lost Operation: Galactic Storm (Part 2),image/jpeg,What If...?,2,56,Marvel,"Kaminski, Len","Czop, John ; Auck, Darren ; Simons, Dave ; Brasfield, Craig","Turner, Frank ; Amash, Jim ; Simons, Dave","Sharen, Bob","Parker, Rick","Tokar, Rob ; DeFalco, Tom",1993-12-01,
comic349,comic349.jpg,Last Light,image/jpeg,What If...?,2,97,Marvel,"Felder, James","Manco, Leonardo","Manco, Leonardo","Javins, Marie","Babcock, Jon","Corvese, Kelly ; Harras, Bob",1997-05-01,
comic350,comic350.jpg,Brave Old World,image/jpeg,What If...?,2,112,Marvel,"Vaughan, Brian K.","Turnbull, Coy","Champagne, Keith ; McCarthy, Ray","Serrano, Felix ; Somers, Kevin","Eliopoulos, Chris","Pittarese, Frank ; Harras, Bob",1998-09-01,
comic351,comic351.jpg,The Emperor of the Realm of Grief,image/jpeg,Wolverine,1,104,Marvel,"Hama, Larry","Semeiks, Val","Hunt, Chad","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-08-01,
comic352,comic352.jpg,Faces in the Fire,image/jpeg,Wolverine,1,105,Marvel,"Hama, Larry","Semeiks, Val","Hunt, Chad ; Russell, V. ; Candelario, H.","Lichtner, Chris ; Andreani, Joe","Starkings, Richard","Harras, Bob",1996-09-01,
comic353,comic353.jpg,The Heart of Animals,image/jpeg,Wolverine: Global Jeopardy,1,1,Marvel,"David, Peter","Howell, Richard","Anderson, Bill","Howell, Richard","Dutro, Steve","Herdling, Glen ; DeFalco, Tom",1993-12-01,
comic354,comic354.jpg,Operation: Galactic Storm: Shared Space,image/jpeg,Wonder Man,1,7,Marvel,"Jones, Gerard","Johnson, Jeff","Panosian, Dan","Rosas, Joe","Brosseau, Pat","Nicieza, Fabian ; DeFalco, Tom",1992-03-01,
comic355,comic355.jpg,Operation: Galactic Storm: Death Adrift,image/jpeg,Wonder Man,1,8,Marvel,"Jones, Gerard","Johnson, Jeff ; Jones, Stephen B.","Harps, Jan Anton ; Nichols, Art","Rosas, Joe","Brosseau, Pat","Nicieza, Fabian ; DeFalco, Tom",1992-04-01,
comic356,comic356.jpg,Operation: Galactic Storm: Big Decisions,image/jpeg,Wonder Man,1,9,Marvel,"Jones, Gerard","Johnson, Jeff ; Jones, Stephen B.","Panosian, Dan ; Larosa, Bud","Rosas, Joe","Brosseau, Pat","Nicieza, Fabian ; DeFalco, Tom",1992-05-01,
comic357,comic357.jpg,The Ticking Clock,image/jpeg,X-Factor,1,125,Marvel,"Mackie, Howard","Matsuda, Jeff","Milgrom, Al","Oliver, Glynis","Starkings, Richard","Corvese, Kelly ; Harras, Bob",1996-08-01,
comic358,comic358.jpg,The Beast Within,image/jpeg,X-Factor,1,126,Marvel,"Mackie, Howard",Trimpe ; Raffaele,Milgrom,"Oliver, Glynis","Starkings, Richard","Corvese, Kelly ; Harras, Bob",1996-09-01,
comic359,comic359.jpg,In the Company of Strangers: The Best Laid Plans...,image/jpeg,X-Force,1,57,Marvel,"Loeb, Jeph","Castrillo, Anthony","Morales, Mark","Javins, Marie","Starkings, Richard","Harras, Bob",1996-08-01,
comic360,comic360.jpg,...Before the Dawn,image/jpeg,X-Force,1,58,Marvel,"Loeb, Jeph","Castrillo, Anthony","LaRosa, Bud","Javins, Marie",Comicraft,"Harras, Bob",1996-09-01,
comic361,comic361.jpg,Wish You Were Here,image/jpeg,X-Force,1,63,Marvel,"Francis Moore, John","Castrillo, Anthony","Morales, Mark ; Hunt, Chad","Clark, Lee Ann","Starkings, Richard","Harras, Bob",1997-02-01,
comic362,comic362.jpg,The Haunting of Castle Doom!,image/jpeg,X-Force,1,64,Marvel,"Moore, John Francis","Castrillo, Anthony ; Pajarillo, Mark","Holdredge, Jon ; Alquiza, Marlo","Javins, Marie","Starkings, Richard","Harras, Bob",1997-03-01,Sunspot ; Warpath ; Caliban ; Siryn ; Meltdown ; Rictor ; Shatterstar ; Cable ; G.W. Bridge ; Colin Muldowney ; Theresa Petty ; Nathaniel Richards ; Dimitri Fortunov ; Baron Tristian de Sabbat ; Baron Wolfgang von Strucker ; Lieutenant Schlange
comic363,comic363.jpg,Survivors of the Storm,image/jpeg,X-Man,1,16,Marvel,"Kavanagh, Terry","Semeiks, Val","LaRosa, Bud","Thomas, Mike","Starkings, Richard","Gardner, Jay ; Harras, Bob",1996-06-01,
comic364,comic364.jpg,One Step Forward,image/jpeg,X-Man,1,17,Marvel,"Kavanagh, Terry","Skroce, Steve","LaRosa, Bud ; Hunter, Rob","Thomas, Mike","Starkings, Richard","Gardner, Jay ; Harras, Bob",1996-07-01,
comic365,comic365.jpg,In the Company of Strangers,image/jpeg,X-Man,1,18,Marvel,"Kavanagh, Terry","Skroce, Steve","LaRosa, Bud ; Hunter, Rob","Thomas, Mike","Starkings, Richard","Gardner, Jay ; Harras, Bob",1996-08-01,
comic366,comic366.jpg,Shades of Grey,image/jpeg,X-Man,1,19,Marvel,"Kavanagh, Terry","Skroce, Steve","LaRosa, Bud","Thomas, Mike","Starkings, Richard","Gardner, Jay ; Harras, Bob",1996-09-01,
comic367,comic367.jpg,False Fronts,image/jpeg,X-Men,1,53,Marvel,"Waid, Mark","Kubert, Andy","Smith, Cam ; Dell, John","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-06-01,
comic368,comic368.jpg,Inquiring Minds,image/jpeg,X-Men,1,54,Marvel,"Waid, Mark","Kubert, Andy","Panosian, Dan","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-06-01,
comic369,comic369.jpg,Invasion,image/jpeg,X-Men,1,55,Marvel,"Waid, Mark","Kubert, Andy","Panosian, Dan","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-08-01,
comic370,comic370.jpg,The Beginning of the End: Twilight of the Gods,image/jpeg,X-Men,1,56,Marvel,"Lobdell, Scott ; Waid, Mark","Kubert, Andy","Thibert, Art","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-09-01,
comic371,comic371.jpg,Man,image/jpeg,X-Men,1,57,Marvel,"Lobdell, Scott","Kubert, Andy","Thibert, Art","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-10-01,
comic372,comic372.jpg,Testament,image/jpeg,X-Men,1,58,Marvel,"Lobdell, Scott ; Macchio, Ralph","Chang, Bernard","Holdredge, Jon","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-11-01,
comic373,comic373.jpg,Touched,image/jpeg,X-Men,1,59,Marvel,"Lobdell, Scott ; Macchio, Ralph","Kubert, Andy","Thibert, Art","Rosas, Joe","Starkings, Richard","Harras, Bob",1996-12-01,
comic374,comic374.jpg,Thanks for the Memories,image/jpeg,X-Men,1,86,Marvel,"Davis, Alan ; Nicieza, Fabian","Davis, Alan","Farmer, Mark",Liquid! Graphics,"Starkings, Richard","Powers, Mark ; Harras, Bob",1999-03-01,
comic375,comic375.jpg,No Surrender!,image/jpeg,X-Men,1,87,Marvel,"Davis, Alan ; Nicieza, Fabian","Davis, Alan","Farmer, Mark","Javins, Marie ; Vasquez","Starkings, Richard","Powers, Mark ; Harras, Bob",1999-04-01,
comic376,comic376.jpg,Maximum Security: On The Yard!,image/jpeg,X-Men,1,107,Marvel,"Claremont, Chris","Francis Yu, Leinil","Morales, Mark ; Elmer",Liquid!,"Starkings, Richard ; Temofonte, Saida","Franco, Pete ; Powers, Mark ; Quesada, Joe",2000-12-01,
comic377,comic377.jpg,Bloodties: Civil Disobedience,image/jpeg,X-Men,2,26,Marvel,"Nicieza, Fabian","Kubert, Andy","Ryan, Matt","Rosas, Joe","Oakley, Bill","Harras, Bob ; DeFalco, Tom",1993-11-01,
comic378,comic378.jpg,Maximum Security: Renewed Acquaintances,image/jpeg,X-Men Unlimited,1,29,Marvel,"Pruett, Joe","Booth, Brett","Regla, Sal ; Florea, Sandu","Rosas, Joe",Sharpefont ; P. T.,"Hawkins, Lysa ; Liebig, Jason ; Quesada, Joe",2000-12-01,
comic379,comic379.jpg,Savior Complex,image/jpeg,X-Men: Magneto War,1,1,Marvel,"Davis, Alan ; Nicieza, Fabian","Weeks, Lee","Green, Dan","Javins, Marie ; Kubina, Monica","Starkings, Richard","Powers, Mark ; Harras, Bob",1999-03-01,
