objectid,filename,title,format,series name,volume number,issue number,publisher,script,pencils,inks,colors,letters,editing,date,subjects
comic097,comic097.jpg,"Bloodties: Genosha, Mon Amour",image/jpeg,Avengers West Coast,2,101,Marvel,"Thomas, Roy","Ross, David","Dzon, Tim","Sharen, Bob","Dutro, Steve","Yomtov, Nel ; DeFalco, Tom",1993-12-01,
comic098,comic098.jpg,The Crossing,image/jpeg,Avengers: The Crossing,1,1,Marvel,"Harras, Bob ; Kavanagh, Terry","Deodato Jr., Mike","Deodato Jr., Mike","Javins, Marie","Starkings, Richard","Macchio, Ralph ; Harras, Bob",1995-09-01,
comic099,comic099.jpg,Borderlands,image/jpeg,Avengers: the Terminatrix Objective,1,1,Marvel,"Gruenwald, Mark","Gustovich, Mike","LaRosa, Bud","Matthys, Chris","Dutro, Steve","Garrahy, Pat ; Macchio, Ralph ; DeFalco, Tom",1993-09-01,
comic100,comic100.jpg,On the Side of the Angels,image/jpeg,Avengers: The Terminatrix Objective,1,2,Marvel,"Gruenwald, Mark","Gustovich, Mike","LaRosa, Bud ; Martineck","Matthys, Chris","Dutro, Steve","Macchio, Ralph ; DeFalco, Tom",1993-10-01,
comic101,comic101.jpg,Day of Maximum Probability,image/jpeg,Avengers: The Terminatrix Objective,1,3,Marvel,"Gruenwald, Mark","Gustovich, Mike","Hudson, Don ; LaRosa, Bud","Matthys, Chris","Dutro, Steve","Macchio, Ralph ; DeFalco, Tom",1993-11-01,
comic102,comic102.jpg,Thy Kangdom Come,image/jpeg,Avengers: The Terminatrix Objective,1,4,Marvel,"Gruenwald, Mark","Gustovich, Mike","Hudson, Don ; LaRosa, Bud ; Barras, Dell","Matthys, Chris","Dutro, Steve","Macchio, Ralph ; DeFalco, Tom",1993-12-01,
comic103,comic103.jpg,Out of the Shadows...!,image/jpeg,Avengers: The Ultron Imperative,1,1,Marvel,"Busiek, Kurt ; Thomas, Roy ; Stern, Roger ; Englehart, Steve","Leon, John Paul ; Smith, Paul ; Grummett, Tom ; McCrea, John ; Starlin, Jim ; Olliffe, Pat ; Lucas, Jorge ; Janson, Klaus","Leon, John Paul ; Smith, Paul ; Kesel, Karl ; Hodgkins, James ; Milgrom, Al ; Livesay ; Royer, Mike ; Janson, Klaus",Hi-Fi Design,Comicraft,"Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2001-11-01,
comic104,comic104.jpg,Timeslide,image/jpeg,Avengers: Timeslide,1,1,Marvel,"Harras, Bob ; Kavanagh, Terry","Cruz, Roger ; Ross, Luke ; Laguna, Fabio ; Toscano, Frank ; Clark, Manny ; Albert, Osclair","Koblish, Scott ; Micheletti, Rene","Thomas, Mike","Oakley, Bill","Macchio, Ralph ; Gruenwald, Mark",1996-02-01,
comic105,comic105.jpg,Possessed By Proctor's Sword,image/jpeg,Avengers: Unplugged,1,6,Marvel,"Herdling, Glen","Wyman, M. C.","Florea, Sandu","Lopez, Frank","Powell, Jeff","Gruenwald, Mark ; Harras, Bob",1996-08-01,
comic106,comic106.jpg,"Claws of the Cat-Woman, Part 1",image/jpeg,Batman / Tarzan,1,1,Dark Horse,"Marz, Ron","Kordey, Igor","Kordey, Igor","Chuckry, Chris","Robins, Clem","Hansen, Mike ; Berrios, Frank ; Amara, Philip D. ; Vincenzo, Darren",1999-09-01,
comic107,comic107.jpg,"Claws of the Cat-Woman, Part 2",image/jpeg,Batman / Tarzan,1,2,Dark Horse,"Marz, Ron","Kordey, Igor","Kordey, Igor","Chuckry, Chris","Robins, Clem","Hanson, Mike ; Berrios, Frank ; Amara, Philip D. ; Vincenzo, Darren",1999-10-01,Batman ; Tarzan
comic108,comic108.jpg,"Claws of the Cat-Woman, Part 3",image/jpeg,Batman / Tarzan,1,3,Dark Horse,"Marz, Ron","Kordey, Igor","Kordey, Igor","Chuckry, Chris","Robins, Clem","Hansen, Mike ; Berrios, Frank ; Amara, Philip D. ; Vincenzo, Darren ; Idelson, Matt",1999-11-01,
comic109,comic109.jpg,"Claws of the Cat-Woman, Part 4",image/jpeg,Batman / Tarzan,1,4,Dark Horse,"Marz, Ron","Kordey, Igor","Kordey, Igor","Chuckry, Chris","Robins, Clem","Hansen, Mike ; Berrios, Frank ; Amara, Philip D. ; Vincenzo, Darren ; Idelson, Matt",1999-12-01,
comic110,comic110.jpg,"Maximum Security: ...Been a Long Lonely, Lonely, Lonely, Time!",image/jpeg,"Bishop, The Last X-Man",1,15,Marvel,"Harris, Joseph","Jeanty, Georges","Massengill, Nathan","Wright, Jason","Babcock, Jon","Marts, Mike ; Harras, Bob",2000-12-01,
comic111,comic111.jpg,The Bond,image/jpeg,Black Knight: Exodus,1,1,Marvel,"Raab, Ben","Cheung, Jimmy","Lanning, Andy","Zuiko, Tom","Starkings, Richard","Corvese, Kelly ; Harras, Bob",1996-12-01,
comic112,comic112.jpg,Maximum Security: Passage,image/jpeg,Black Panther,2,25,Marvel,Priest,"Velluto, Sal","Almond, Bob","Oliff, Steve",Sharpefont ; P. T.,"Brevoort, Tom ; Harras, Bob",2000-12-01,
comic113,comic113.jpg,Never is a Very Short Time,image/jpeg,Cable,1,33,Marvel,"Loeb, Jeph","Churchill, Ian ; Leonardi, Rick","Hanna, Scott","Thomas, Mike","Starkings, Richard","Powers, Mark ; Harras, Bob",1996-07-01,
comic114,comic114.jpg,Loose Cannons,image/jpeg,Cable,1,34,Marvel,"Loeb, Jeph","Churchill, Ian","Hanna, Scott","Thomas, Mike","Starkings, Richard","Powers, Mark ; Harras, Bob",1996-08-01,
comic115,comic115.jpg,It Is Always Darkest...,image/jpeg,Cable,1,35,Marvel,"Loeb, Jeph","Churchill, Ian","Hanna, Scott ; Thibert, Art","Thomas, Mike","Starkings, Richard","Powers, Mark ; Harras, Bob",1996-09-01,Cable ; The Watcher ; Invisible Woman ; Franklin Richards ; Sentinels ; Apocalypse ; Onslaught ; Post ; Savage Hulk ; Magneto
comic116,comic116.jpg,Operation: Galactic Storm: It Came From Outer Space,image/jpeg,Captain America,1,398,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Scheele, Christie","Rosen, Joe","Macchio, Ralph ; DeFalco, Tom",1992-03-01,
comic117,comic117.jpg,Operation: Galactic Storm: Twenty Million Light Years From Earth,image/jpeg,Captain America,1,399,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Scheele, Christie","Rosen, Joe","Macchio, Ralph ; DeFalco, Tom",1992-04-01,
comic118,comic118.jpg,Operation: Galactic Storm: Murder by Decree!,image/jpeg,Captain America,1,400,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Scheele, Christie","Rosen, Joe","Macchio, Ralph ; DeFalco, Tom",1992-05-01,
comic119,comic119.jpg,Escape from A.I.M. Isle,image/jpeg,Captain America,1,414,Marvel,"Gruenwald, Mark","Levins, Rik ; Wyman, M. C.","Bulanadi, Danny","Roussos, George","Parker, Rick","Rockwitz, Mike ; Macchio, Ralph ; DeFalco, Tom",1993-04-01,
comic120,comic120.jpg,Savage Landings!,image/jpeg,Captain America,1,415,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Roussos, George","Rosen, Joe","Rockwitz, Mike ; Macchio, Ralph ; DeFalco, Tom",1993-05-01,
comic121,comic121.jpg,Savage Land Showdown,image/jpeg,Captain America,1,416,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Roussos, George","Rosen, Joe","Rockwitz, Mike ; Macchio, Ralph ; DeFalco, Tom",1993-06-01,
comic122,comic122.jpg,Termination Day,image/jpeg,Captain America,1,417,Marvel,"Gruenwald, Mark","Levins, Rik","Bulanadi, Danny","Roussos, George","Rosen, Joe","Rockwitz, Mike ; Macchio, Ralph ; DeFalco, Tom",1993-07-01,
comic123,comic123.jpg,Taking A.I.M.: Dawn's Early Light,image/jpeg,Captain America,1,440,Marvel,"Gruenwald, Mark","Hoover, Dave","Severin, Marie ; Bulanadi, Dan ; Hudson, Don","Posella, Ashley","Rosen, Joe","Macchio, Ralph",1995-06-01,
comic124,comic124.jpg,Taking A.I.M.: Through the Perilous Fight,image/jpeg,Captain America,1,441,Marvel,"Gruenwald, Mark","Hoover, Dave",Bulanadi ; Hoover ; Hudson ; R. Hoover ; Williams,"Posella, Ashley","Rosen, Joe","Macchio, Ralph",1995-07-01,
comic125,comic125.jpg,First Sign: I'll Take Manhattan,image/jpeg,Captain America,1,449,Marvel,"Waid, Mark","Garney, Ron ; Florea, Sandu","Rodier, Denis ; Koblish, Scott ; Florea","Kalisz, John","Higgins, Ul","Macchio, Ralph ; Gruenwald, Mark ; Harras, Bob",1996-03-01,
comic126,comic126.jpg,Grotesqueries,image/jpeg,Captain America,3,28,Marvel,"Jurgens, Dan","Kubert, Andy","Green, Dan","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-04-01,
comic127,comic127.jpg,The Savage Man,image/jpeg,Captain America,3,29,Marvel,"Jurgens, Dan","Anderson, Brent","Green, Dan","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-05-01,
comic128,comic128.jpg,Waste of Dreams,image/jpeg,Captain America,3,30,Marvel,"Jurgens, Dan","Kubert, Andy","Green, Dan","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-06-01,
comic129,comic129.jpg,Hidden Paths,image/jpeg,Captain America,3,31,Marvel,"Jurgens, Dan","Kubert, Andy","Green, Dan","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-07-01,
comic130,comic130.jpg,Heart,image/jpeg,Captain America,3,32,Marvel,"Jurgens, Dan","Ordway, Jerry","Ordway, Jerry","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-08-01,
comic131,comic131.jpg,Impending Rage!,image/jpeg,Captain America,3,33,Marvel,"Jurgens, Dan","Jurgens, Dan","Thibert, Art","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-09-01,
comic132,comic132.jpg,Cache is King!,image/jpeg,Captain America,3,34,Marvel,"Jurgens, Dan","Jurgens, Dan","Thibert, Art","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-10-01,
comic133,comic133.jpg,When Strikes Protocide!,image/jpeg,Captain America,3,35,Marvel,"Jurgens, Dan","Jurgens, Dan","Wong, Walden","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Harras, Bob",2000-11-01,
comic134,comic134.jpg,Maximum Security: Maelstrom Within,image/jpeg,Captain America,3,36,Marvel,"Jurgens, Dan","Jurgens, Dan","Thibert, Art","Wright, Gregory","Klein, Todd","Chase, Bobbie ; Quesada, Joe",2000-12-01,
comic135,comic135.jpg,Brothers,image/jpeg,Captain America,3,37,Marvel,"Jurgens, Dan","Jurgens, Dan","Thibert, Art","Wright, Gregory","Klein, Todd","Smith, Brian ; Chase, Bobbie ; Quesada, Joe",2001-01-01,
comic136,comic136.jpg,Across the Rubicon,image/jpeg,Captain America,3,38,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob","Wright, Gregory","Klein, Todd","Smith, Brian ; Chase, Bobbie ; Quesada, Joe",2001-02-01,
comic137,comic137.jpg,A Gulf So Wide,image/jpeg,Captain America,3,39,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Digital Chameleon,"Klein, Todd","Smith, Brian ; Chase, Bobbie ; Quesada, Joe",2001-03-01,
comic138,comic138.jpg,Fighting Back,image/jpeg,Captain America,3,40,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Digital Chameleon,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-04-01,
comic139,comic139.jpg,Duel,image/jpeg,Captain America,3,41,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Digital Chameleon,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-05-01,
comic140,comic140.jpg,Fractured,image/jpeg,Captain America,3,42,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Avalon's Bart,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-06-01,
comic141,comic141.jpg,Candor,image/jpeg,Captain America,3,43,Marvel,"Jurgens, Dan","Ross, David","Layton, Bob",Avalon's Bart,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-07-01,
comic142,comic142.jpg,Conclusions,image/jpeg,Captain America,3,44,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Avalon's Bart,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-08-01,
comic143,comic143.jpg,"America Lost, Part 1",image/jpeg,Captain America,3,45,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Avalon's Bart,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-09-01,
comic144,comic144.jpg,"America Lost, Part 2",image/jpeg,Captain America,3,46,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Avalon's Bart,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-10-01,
comic145,comic145.jpg,"America Lost, Part 3",image/jpeg,Captain America,3,47,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob",Digital Chameleon,"Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-11-01,
comic146,comic146.jpg,"America Lost, Part 4",image/jpeg,Captain America,3,48,Marvel,"Jurgens, Dan","Jurgens, Dan","Layton, Bob","Studios, Avalon","Klein, Todd","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-12-01,
comic147,comic147.jpg,Who is... Protocide?!,image/jpeg,Captain America,N/A,2000 Annual,Marvel,"Jurgens, Dan","Scott, Greg","Green, Dan","Javins, Marie","Babcock, Jon","Chase, Bobbie ; Harras, Bob",2000-11-01,
comic148,comic148.jpg,Denial,image/jpeg,Captain America,N/A,2001 Annual,Marvel,"Jurgens, Dan","Moder, Lee","Wong, Walden","Sotomayor, Chris","Eliopoulos, Chris","Lis, Andrew ; Chase, Bobbie ; Quesada, Joe",2001-11-01,
comic149,comic149.jpg,Citizen Kang: An Epic Adventure / Test Flight / Birth of a Warlord,image/jpeg,Captain America Annual,1,11,Marvel,"Thomas, Roy ; Gruenwald, Mark ; Sanderson, Peter","Alexander, Larry ; Brock, James ; Yanizeski, Rich","Bolinger, Kathryn ; Barnett, Charles ; Fredericks, Fred","Scheele, Max ; Kalisz, John","Dutro, Steve ; Sharpe, Dave","Garrahy, Pat ; Macchio, Ralph ; DeFalco, Tom",1992-10-01,
comic150,comic150.jpg,Maximum Security: Dead & In Person...,image/jpeg,Captain Marvel,3,12,Marvel,"David, Peter","Williams, Christopher (ChrisCross)","Rodriguez, Anibal","Oliff, Steve","Starkings, Richard ; Abbott, Wes","Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2000-12-01,
comic151,comic151.jpg,Nature of the Beast!,image/jpeg,Codename: GenetiX,1,3,Marvel UK,"Marks, Graham ; Lanning, Andy","Gascoine, Phil","Eve, Michael ; Riggs, Robin","Whitaker, Steve","Prentice, Pat","Georgiou, Bambos ; Neary, Paul",1993-04-01,Ridge ; Stinger ; Base ; Shift ; Vesper ; Wolverine ; Ka-zar ; Zabu ; Prime Evil ; The Pride ; Dino Men
comic152,comic152.jpg,Nature of the Beast! (Part Four),image/jpeg,Codename: GenetiX,1,4,Marvel,"Marks, Graham ; Lanning, Andy","Gascoine, Phil","Eve, Michael","Whitaker, Steve","Prentice, Pat","Georgiou, Bambos ; Neary, Paul",1993-05-01,
comic153,comic153.jpg,Ghosts of the Future: Different Madness!,image/jpeg,Cutting Edge: The Hulk,1,1,Marvel,"Messner-Loebs, Bill","Medina, Angel ; Pelletier, Paul","Moncuse, Steve","Andreani, Joe","Morelli, Jack","Cooper, Chris ; Chase, Bobbie",1995-12-01,Hulk ; General Matt Talbot ; Ringmaster ; Omnibus
comic154,comic154.jpg,"Tarzan in: Tales of Pellucidar, Ch. 1-3",image/jpeg,Dark Horse Presents,1,143,Dark Horse,"Yeates, Thomas ; Bissette, Steve","Yeates, Thomas","Yeates, Thomas","Yeates, Thomas","Dutro, Steve","Waldron, Terry ; Stradley, Randy",1999-05-01,
comic155,comic155.jpg,London's Burning,image/jpeg,Excalibur,1,100,Marvel,"Ellis, Warren ; Jones, Casey ; Green, Randy ; Haynes, Rob","Jones, Casey ; Green, Randy ; Haynes, Rob","Simmons, Tom ; Martin, Jason ; Ketcham, Rick ; Haynes, Rob","Lenshoek, Ariane ; Hoston, Jim","Starkings, Richard","Gaffney, Susan ; Harras, Bob",1996-08-01,
comic156,comic156.jpg,Cruel and Inhuman Punishment!,image/jpeg,Fantastic Force,1,8,Marvel,"Brevoort, Tom ; Kanterovich, Mike","Bastianoni, Dante","Cabrera, Ralph","Kalisz, John","Workman, John","Yomtov, Nel ; Gruenwald, Mark",1995-06-01,
comic157,comic157.jpg,The Torch is Passed!,image/jpeg,Fantastic Force,1,9,Marvel,"Brevoort, Tom ; Kanterovich, Mike","Isherwood, Geof","Cabrera, Ralph ; DeLaRosa, Sam","Kalisz, John","Workman, John","Yomtov, Nel ; Gruenwald, Mark",1995-07-01,
comic158,comic158.jpg,At the Mercy of Maximus!,image/jpeg,Fantastic Four,1,401,Marvel,"Defalco, Tom ; Ryan, Paul","Defalco, Tom ; Ryan, Paul","Bulanadi, Dan","Kalisz, John","Novak, Jim","Yomtov, Nel ; Gruenwald, Mark",1995-06-01,Invisible Woman ; Thing ; Human Torch ; Ant Man ; Kristoff Vernard ; Boris ; Sub-Mariner ; Nathaniel Richards ; Black Bolt ; Medusa ; Gorgon ; Karnak ; Maximus ; Nebulo ; Leonis ; Stallior ; Timberius ; Morgan Le Fay ; Thor ; Lord Arcadius ; Cynas ; Porcal ; Furgar ; Sapphiras ; Targon
comic159,comic159.jpg,"By Our Friends, Besieged..!",image/jpeg,Fantastic Four,1,402,Marvel,"Defalco, Tom","Ryan, Paul","Bulanadi, Dan","Kalisz, John","Novak, Jim","Yomtov, Nel ; Gruenwald, Mark",1995-07-01,
comic160,comic160.jpg,Family Business!,image/jpeg,Fantastic Four,1,414,Marvel,"DeFalco, Tom","Ryan, Paul","Lowe, John","Kalisz, John","Novak, Jim","Gaffney, Susan ; Harras, Bob",1996-07-01,
comic161,comic161.jpg,An Enemy Among Us!,image/jpeg,Fantastic Four,1,415,Marvel,"DeFalco, Tom","Pacheco, Carlos","Wiacek, Bob","Lenshoek, Ariane","Starkings, Richard","Gaffney, Susan ; Harras, Bob",1996-08-01,
comic162,comic162.jpg,Unfinished Business,image/jpeg,Fantastic Four,1,416,Marvel,"DeFalco, Tom","Pacheco, Carlos","Wiacek, Bob ; Candelario ; Russell ; Milgrom",Lenshoek ; Huston ; Lazzelari,"Starkings, Richard","Gaffney, Susan ; Harras, Bob",1996-09-01,
comic163,comic163.jpg,Citizen Kang: Twice Upon a Time / This Monster! / Duel of Pride! / A Hall of Mirrors,image/jpeg,Fantastic Four Annual,1,25,Marvel,"Gruenwald, Mark ; DeFalco, Tom ; Ratcliffe, Sonja ; Sanderson, Peter","Trimpe, Herb ; Jarvinen, Kirk ; Yanizeski, Rich","Vancata, Brad ; Jarvinen, Kirk ; Barnett, Charles ; Kryssing, Ray","Going, Gina ; Vancata, Brad ; Marshall, Scott","Chiang, Janice ; Babcock, Jon ; Sharpe, Dave","Garrahy, Pat ; Macchio, Ralph ; DeFalco, Tom",1992-10-01,
comic164,comic164.jpg,Atlantis is Rising!,image/jpeg,Fantastic Four: Atlantis Rising,1,1,Marvel,"DeFalco, Tom ; Herdling, Glen","Wyman, M. C.","Garcia, Rey ; Hudson, Don ; Isherwood, Geof ; Yates, Kevin","Rockwitz, Mike","Eliopoulos, Chris","Marts, Michael ; Yomtov, Nel ; Gruenwald, Mark",1995-06-01,
comic165,comic165.jpg,Assault on Atlantis,image/jpeg,Fantastic Four: Atlantis Rising,1,2,Marvel,"DeFalco, Tom ; Herdling, Glen","Wyman, M. C. ; Isherwood, Geof","Garcia, Rey","Rockwitz, Mike","Eliopoulos, Chris","Yomtov, Nel ; Gruenwald, Mark",1995-07-01,
comic166,comic166.jpg,Traitor's Gate,image/jpeg,Force Works,1,16,Marvel,Abnett ; Lanning,"Cheung, Jim","Garcia, Rey","Morelli, Jack","Rosas, Joe","Yomtov, Nel ; Gruenwald, Mark",1995-10-01,Moonraker ; Spider-Woman ; Scarlet Witch ; U.S. Agent ; Iron Man ; Fisher Todd ; Amanda Chaney ; Rachel Carpenter
comic167,comic167.jpg,Cybermancy!,image/jpeg,Force Works,1,17,Marvel,"Abnett, Dan ; Lanning, Andy","Cheung, Jim","Garcia, Rey","Rosas, Joe","Morelli, Jack","Yomtov, Nel ; Gruenwald, Mark",1995-11-01,
comic168,comic168.jpg,Welcome to Nowhere,image/jpeg,Force Works,1,18,Marvel,"Abnett, Dan ; Lanning, Andy","Labat, Yancy","Garcia, Rey","Laughlin, Ian","Morelli, Jack","Yomtov, Nel ; Gruenwald, Mark",1995-12-01,
comic169,comic169.jpg,Time Out of Mind,image/jpeg,Force Works,1,19,Marvel,"Abnett, Dan ; Lanning, Andy","Oliveira, Hector","Garcia, Rey","Rosas, Joe","Morelli, Jack","Yomtov, Nel ; Gruenwald, Mark",1996-01-01,
comic170,comic170.jpg,Siege Perilous,image/jpeg,Force Works,1,20,Marvel,"Abnett, Dan ; Lanning, Andy","Oliveira, Hector","Garcia, Rey","Laughlin, Ian","Morelli, Jack","Yomtov, Nel ; Gruenwald, Mark ; Harras, Bob",1995-02-01,
comic171,comic171.jpg,Shell Game,image/jpeg,Gambit,2,23,Marvel,"Nicieza, Fabian ; Paquette, Yanick","Nicieza, Fabian ; Paquette, Yanick",Parsons / Stanisci,"Tinsley, Kevin","Peteri, Troy","Raicht, Mike ; Marts, Mike ; Quesada, Joe",2000-12-01,Gambit ; Bella Donna Boudreaux ; Mercy LeBeau ; Emil Lapin ; Quiet Bill ; Courier ; Fontanelle ; X-Cutioner ; New Sun ; Ego ; Black Womb Project ; Amanda Mueller
comic172,comic172.jpg,Even the Brave Can Fall!,image/jpeg,Green Goblin,1,12,Marvel,"DeFalco, Tom","Hood, Josh","Fisher, Derek","Wright, Greg","Novak, Jim","Brevoort, Tom ; Harras, Bob",1996-09-01,
comic173,comic173.jpg,Heroes and Villains,image/jpeg,Heroes for Hire,1,1,Marvel,"Stern, Roger ; Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Felder, James ; Bernardo, Mark ; Harras, Bob",1997-07-01,
comic174,comic174.jpg,Blowup!,image/jpeg,Heroes for Hire,1,2,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1997-08-01,
comic175,comic175.jpg,Give & Take,image/jpeg,Heroes for Hire,1,3,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1997-09-01,
comic176,comic176.jpg,Controlled!,image/jpeg,Heroes for Hire,1,4,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1997-10-01,
comic177,comic177.jpg,Into the Depths!,image/jpeg,Heroes for Hire,1,5,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1997-11-01,
comic178,comic178.jpg,Deviants Attack!,image/jpeg,Heroes for Hire,1,6,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1997-12-01,
comic179,comic179.jpg,The Thunderbolts Take Over!,image/jpeg,Heroes for Hire,1,7,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-01-01,
comic180,comic180.jpg,Revelations (Book One),image/jpeg,Heroes for Hire,1,8,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-02-01,
comic181,comic181.jpg,Conflict of Interest!,image/jpeg,Heroes for Hire,1,9,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-03-01,
comic182,comic182.jpg,Misalliances!,image/jpeg,Heroes for Hire,1,10,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-04-01,
comic183,comic183.jpg,Misalliances! The Conclusion,image/jpeg,Heroes for Hire,1,11,Marvel,"Ostrander, John","Kollins, Scott","Panosian, Dan","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-05-01,
comic184,comic184.jpg,Rising Evil,image/jpeg,Heroes for Hire,1,12,Marvel,"Ostrander, John","Ferry, Pascual","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-06-01,
comic185,comic185.jpg,Fallout!,image/jpeg,Heroes for Hire,1,13,Marvel,"Ostrander, John","Egeland, Mark","Collazo, Hector","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-07-01,
comic186,comic186.jpg,The Dragon of Wall Street,image/jpeg,Heroes for Hire,1,14,Marvel,"Ostrander, John","Mitchell, Mary","Aiken, Keith","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-08-01,Iron Fist ; Luke Cage ; Pendragon / Black Knight ; Ant-Man ; White Tiger ; She-Hulk ; Jim Hammond ; Misty Knight ; Strider ; Malcolm Drake ; Malekith ; FBI ; Bala Nenon ; SEC ; Charlie Boatner
comic187,comic187.jpg,The Siege of Wundagore: Force Majeure!,image/jpeg,Heroes for Hire,1,15,Marvel,"Ostrander, John","Ferry, Paschalis","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-09-01,
comic188,comic188.jpg,The Siege of Wundagore: Crisis!,image/jpeg,Heroes for Hire,1,16,Marvel,"Ostrander, John","Ferry, Paschalis","Mendoza, Jaime","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-10-01,
comic189,comic189.jpg,Power Play!,image/jpeg,Heroes for Hire,1,17,Marvel,"Ostrander, John","Egeland, Mark","Collazo, Hector","Rosas, Joe","Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-11-01,
comic190,comic190.jpg,The Siege of Wundagore: The Final Conflict,image/jpeg,Heroes for Hire / Quicksilver,N/A,1998 Annual,Marvel,"Ostrander, John","Ferry, Paschalis","Mendoza, Jaime ; Candellario ; Floyd ; Ferry",Rosas ; Kraiger ; Rockwitz,"Babcock, Jon","Bernardo, Mark ; Harras, Bob",1998-10-01,
comic191,comic191.jpg,"Maximum Security: The Truth is Really ""Out There""",image/jpeg,Incredible Hulk,1,21,Marvel,"Jenkins, Paul","Hotz, Kyle","Powell, Eric","Buccellato, Steve","Workman, John","Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2000-12-01,
comic192,comic192.jpg,Ghosts of the Future: Uncovered,image/jpeg,"Incredible Hulk, The",1,436,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1995-12-01,
